date,latitude,longitude,uv_index
2020-01-10 12:00:00,-36,116,12.64
2020-01-10 12:00:00,-36,120,12.18
2020-01-10 12:00:00,-36,124,12.41
2020-01-10 12:00:00,-36,128,13.26
2020-01-10 12:00:00,-32,112,13.58
2020-01-10 12:00:00,-32,116,14.22
2020-01-10 12:00:00,-32,120,14.86
2020-01-10 12:00:00,-32,124,13.75
2020-01-10 12:00:00,-32,128,13.85
2020-01-10 12:00:00,-28,112,15.09
2020-01-10 12:00:00,-28,116,14.84
2020-01-10 12:00:00,-28,120,15.02
2020-01-10 12:00:00,-28,124,16.56
2020-01-10 12:00:00,-28,128,15.84
2020-01-10 12:00:00,-24,112,14.76
2020-01-10 12:00:00,-24,116,15.78
2020-01-10 12:00:00,-24,120,16.56
2020-01-10 12:00:00,-24,124,15.23
2020-01-10 12:00:00,-24,128,14.92
2020-01-10 12:00:00,-20,112,15.56
2020-01-10 12:00:00,-20,116,15.63
2020-01-10 12:00:00,-20,120,15.55
2020-01-10 12:00:00,-20,124,16.0
2020-01-10 12:00:00,-20,128,16.0
2020-01-10 12:00:00,-16,112,14.09
2020-01-10 12:00:00,-16,116,14.83
2020-01-10 12:00:00,-16,120,15.12
2020-01-10 12:00:00,-16,124,14.56
2020-01-10 12:00:00,-16,128,14.65
2020-01-10 12:00:00,-12,112,13.76
2020-01-10 12:00:00,-12,116,14.23
2020-01-10 12:00:00,-12,120,14.5
2020-01-10 12:00:00,-12,124,14.52
2020-01-10 12:00:00,-12,128,15.11
2020-01-11 12:00:00,-36,112,12.98
2020-01-11 12:00:00,-36,116,13.62
2020-01-11 12:00:00,-36,120,13.92
2020-01-11 12:00:00,-36,124,13.38
2020-01-11 12:00:00,-36,128,13.04
2020-01-11 12:00:00,-32,112,14.24
2020-01-11 12:00:00,-32,116,14.72
2020-01-11 12:00:00,-32,120,14.17
2020-01-11 12:00:00,-32,124,14.16
2020-01-11 12:00:00,-32,128,14.67
2020-01-11 12:00:00,-28,112,14.58
2020-01-11 12:00:00,-28,116,14.54
2020-01-11 12:00:00,-28,120,15.3
2020-01-11 12:00:00,-28,124,15.22
2020-01-11 12:00:00,-28,128,15.69
2020-01-11 12:00:00,-24,112,14.18
2020-01-11 12:00:00,-24,116,15.54
2020-01-11 12:00:00,-24,120,16.43
2020-01-11 12:00:00,-24,124,15.63
2020-01-11 12:00:00,-24,128,15.44
2020-01-11 12:00:00,-20,112,15.58
2020-01-11 12:00:00,-20,116,15.49
2020-01-11 12:00:00,-20,120,15.47
2020-01-11 12:00:00,-20,124,16.15
2020-01-11 12:00:00,-20,128,15.97
2020-01-11 12:00:00,-16,112,14.92
2020-01-11 12:00:00,-16,116,15.25
2020-01-11 12:00:00,-16,120,14.82
2020-01-11 12:00:00,-16,124,14.49
2020-01-11 12:00:00,-16,128,15.21
2020-01-11 12:00:00,-12,112,13.91
2020-01-11 12:00:00,-12,116,14.21
2020-01-11 12:00:00,-12,120,14.32
2020-01-11 12:00:00,-12,124,15.46
2020-01-11 12:00:00,-12,128,15.82
2020-01-12 12:00:00,-36,112,13.17
2020-01-12 12:00:00,-36,116,13.61
2020-01-12 12:00:00,-36,120,14.16
2020-01-12 12:00:00,-36,124,13.61
2020-01-12 12:00:00,-36,128,13.43
2020-01-12 12:00:00,-32,112,14.24
2020-01-12 12:00:00,-32,116,14.55
2020-01-12 12:00:00,-32,120,14.92
2020-01-12 12:00:00,-32,124,15.4
2020-01-12 12:00:00,-32,128,14.66
2020-01-12 12:00:00,-28,112,14.95
2020-01-12 12:00:00,-28,116,15.62
2020-01-12 12:00:00,-28,120,16.34
2020-01-12 12:00:00,-28,124,16.63
2020-01-12 12:00:00,-28,128,15.97
2020-01-12 12:00:00,-24,112,14.99
2020-01-12 12:00:00,-24,116,16.38
2020-01-12 12:00:00,-24,120,17.29
2020-01-12 12:00:00,-24,124,17.1
2020-01-12 12:00:00,-24,128,15.85
2020-01-12 12:00:00,-20,112,15.65
2020-01-12 12:00:00,-20,116,14.9
2020-01-12 12:00:00,-20,120,14.95
2020-01-12 12:00:00,-20,124,16.36
2020-01-12 12:00:00,-20,128,16.52
2020-01-12 12:00:00,-16,112,14.89
2020-01-12 12:00:00,-16,116,14.8
2020-01-12 12:00:00,-16,120,16.46
2020-01-12 12:00:00,-16,124,16.16
2020-01-12 12:00:00,-16,128,14.73
2020-01-12 12:00:00,-12,112,13.61
2020-01-12 12:00:00,-12,116,14.54
2020-01-12 12:00:00,-12,120,14.84
2020-01-12 12:00:00,-12,124,14.48
2020-01-12 12:00:00,-12,128,14.92
2020-01-13 12:00:00,-36,112,12.52
2020-01-13 12:00:00,-36,116,12.34
2020-01-13 12:00:00,-36,120,12.24
2020-01-13 12:00:00,-36,124,12.46
2020-01-13 12:00:00,-36,128,12.48
2020-01-13 12:00:00,-32,112,14.23
2020-01-13 12:00:00,-32,116,14.5
2020-01-13 12:00:00,-32,120,14.55
2020-01-13 12:00:00,-32,124,14.19
2020-01-13 12:00:00,-32,128,14.06
2020-01-13 12:00:00,-28,112,14.97
2020-01-13 12:00:00,-28,116,15.79
2020-01-13 12:00:00,-28,120,15.96
2020-01-13 12:00:00,-28,124,15.02
2020-01-13 12:00:00,-28,128,14.92
2020-01-13 12:00:00,-24,112,15.26
2020-01-13 12:00:00,-24,116,15.31
2020-01-13 12:00:00,-24,120,16.49
2020-01-13 12:00:00,-24,124,16.46
2020-01-13 12:00:00,-24,128,16.18
2020-01-13 12:00:00,-20,112,16.07
2020-01-13 12:00:00,-20,116,15.87
2020-01-13 12:00:00,-20,120,15.45
2020-01-13 12:00:00,-20,124,15.17
2020-01-13 12:00:00,-20,128,15.47
2020-01-13 12:00:00,-16,112,15.79
2020-01-13 12:00:00,-16,116,16.16
2020-01-13 12:00:00,-16,120,15.72
2020-01-13 12:00:00,-16,124,15.75
2020-01-13 12:00:00,-16,128,15.52
2020-01-13 12:00:00,-12,112,14.12
2020-01-13 12:00:00,-12,116,13.98
2020-01-13 12:00:00,-12,120,14.2
2020-01-13 12:00:00,-12,124,14.73
2020-01-13 12:00:00,-12,128,14.65
